aggregate_trade_id,price,quantity,first_trade_id,last_trade_id,timestamp,buyer_is_maker,best_price_match
54332128,"0.31890000","0.00700000",70889383,70889383,1772815925991,false,true
54332129,"0.31890000","0.00700000",70889384,70889384,1772815928011,false,true
54332130,"0.31880000","0.08000000",70889385,70889385,1772815961525,false,true
54332131,"0.31880000","0.41500000",70889386,70889386,1772815966973,false,true
54332132,"0.31880000","0.41500000",70889387,70889387,1772815967823,false,true
54332133,"0.31880000","0.41500000",70889388,70889388,1772815967834,false,true
54332134,"0.31880000","0.16000000",70889389,70889389,1772815976696,false,true
54332135,"0.31880000","0.08400000",70889390,70889390,1772815976825,false,true
54332136,"0.31890000","0.13900000",70889391,70889391,1772816002034,false,true
54332137,"0.31890000","0.41500000",70889392,70889392,1772816002037,false,true
54332138,"0.31890000","0.14800000",70889393,70889393,1772816002037,false,true
54332139,"0.31890000","0.04000000",70889394,70889394,1772816002256,false,true
54332140,"0.31890000","0.13900000",70889395,70889395,1772816002259,false,true
54332141,"0.31890000","0.28700000",70889396,70889396,1772816002263,false,true
54332142,"0.31890000","0.14800000",70889397,70889397,1772816002264,false,true
54332143,"0.31890000","0.08000000",70889398,70889398,1772816002269,false,true
54332144,"0.31890000","0.08400000",70889399,70889399,1772816003435,false,true
54332145,"0.31900000","0.08000000",70889400,70889400,1772816008676,false,true
54332146,"0.31900000","0.12000000",70889401,70889401,1772816009541,false,true
54332147,"0.31900000","0.59500000",70889402,70889402,1772816009544,false,true
54332148,"0.31900000","0.59500000",70889403,70889403,1772816009544,false,true
54332149,"0.31900000","0.16000000",70889404,70889404,1772816009555,false,true
54332150,"0.31900000","0.04400000",70889405,70889406,1772816009565,false,true
54332151,"0.31910000","0.01700000",70889407,70889407,1772816014489,false,true
54332152,"0.31880000","0.16800000",70889408,70889408,1772816047043,true,true
54332153,"0.31870000","0.47200000",70889409,70889410,1772816047043,true,true
54332154,"0.31900000","0.16000000",70889411,70889411,1772816071490,false,true
54332155,"0.31900000","0.04000000",70889412,70889412,1772816071559,false,true
54332156,"0.31900000","1.21800000",70889413,70889414,1772816077465,false,true
54332157,"0.31910000","0.08000000",70889415,70889415,1772816085867,false,true
54332158,"0.31910000","0.08000000",70889416,70889416,1772816085907,false,true
54332159,"0.31910000","1.40800000",70889417,70889417,1772816085916,false,true
54332160,"0.31910000","0.08000000",70889418,70889418,1772816089581,false,true
54332161,"0.31910000","0.04000000",70889419,70889419,1772816089587,false,true
54332162,"0.31900000","0.60600000",70889420,70889421,1772816089801,true,true
54332163,"0.31920000","0.11000000",70889422,70889422,1772816095801,false,true
54332164,"0.31920000","0.41500000",70889423,70889423,1772816096783,false,true
54332165,"0.31920000","1.54900000",70889424,70889425,1772816097590,false,true
54332166,"0.31920000","0.14000000",70889426,70889426,1772816097764,false,true
54332167,"0.31920000","0.26800000",70889427,70889427,1772816097766,false,true
54332168,"0.31920000","1.56200000",70889428,70889428,1772816097778,false,true
54332169,"0.31920000","0.42700000",70889429,70889429,1772816097784,false,true
54332170,"0.31920000","0.04000000",70889430,70889430,1772816097791,false,true
54332171,"0.31920000","0.08000000",70889431,70889431,1772816097884,false,true
54332172,"0.31920000","0.08000000",70889432,70889432,1772816097890,false,true
54332173,"0.31920000","0.14000000",70889433,70889433,1772816098782,false,true
54332174,"0.31920000","1.48300000",70889434,70889434,1772816098783,false,true
54332175,"0.31920000","0.41500000",70889435,70889436,1772816107211,false,true
54332176,"0.31920000","0.41500000",70889437,70889437,1772816107431,false,true
54332177,"0.31920000","0.03800000",70889438,70889438,1772816107440,false,true
54332178,"0.31920000","0.97800000",70889439,70889439,1772816107556,false,true
54332179,"0.31920000","1.39300000",70889440,70889440,1772816107563,false,true
54332180,"0.31920000","2.20200000",70889441,70889442,1772816108496,false,true
54332181,"0.31930000","0.41500000",70889443,70889444,1772816112884,false,true
54332182,"0.31930000","0.88600000",70889445,70889445,1772816113105,false,true
54332183,"0.31930000","0.43400000",70889446,70889446,1772816113112,false,true
54332184,"0.31900000","0.49000000",70889447,70889448,1772816146129,true,true
54332185,"0.31910000","0.12900000",70889449,70889449,1772816150207,false,true
54332186,"0.31940000","0.13900000",70889450,70889450,1772816189255,false,true
54332187,"0.31940000","0.13900000",70889451,70889451,1772816189669,false,true
54332188,"0.31940000","0.41500000",70889452,70889452,1772816189670,false,true
54332189,"0.31940000","0.04000000",70889453,70889453,1772816190896,false,true
54332190,"0.31940000","0.02900000",70889454,70889454,1772816191373,false,true
54332191,"0.31940000","0.68200000",70889455,70889455,1772816191458,false,true
54332192,"0.31940000","0.26900000",70889456,70889457,1772816191464,false,true
54332193,"0.31950000","0.19000000",70889458,70889459,1772816199759,false,true
54332194,"0.31950000","1.49200000",70889460,70889460,1772816201933,false,true
54332195,"0.31950000","0.05800000",70889461,70889462,1772816203269,false,true
54332196,"0.31930000","0.03900000",70889463,70889463,1772816247929,false,true
54332197,"0.31920000","0.12000000",70889464,70889464,1772816268071,true,true
54332198,"0.31920000","0.08000000",70889465,70889465,1772816268079,true,true
54332199,"0.31920000","0.59500000",70889466,70889466,1772816268160,true,true
54332200,"0.31920000","0.59500000",70889467,70889467,1772816268160,true,true
54332201,"0.31920000","0.17600000",70889468,70889468,1772816268162,true,true
54332202,"0.31910000","0.59500000",70889469,70889469,1772816272823,true,true
54332203,"0.31910000","0.97200000",70889470,70889470,1772816272823,true,true
54332204,"0.31900000","0.02800000",70889471,70889471,1772816275834,true,true
54332205,"0.31920000","0.00700000",70889472,70889472,1772816283322,false,true
54332206,"0.31920000","0.00700000",70889473,70889473,1772816284671,false,true
54332207,"0.31900000","0.04000000",70889474,70889474,1772816308786,true,true
54332208,"0.31900000","0.08000000",70889475,70889475,1772816308794,true,true
54332209,"0.31900000","1.44700000",70889476,70889476,1772816309047,true,true
54332210,"0.31900000","0.06200000",70889477,70889477,1772816330471,false,true
54332211,"0.31910000","0.00400000",70889478,70889478,1772816348558,false,true
54332212,"0.31920000","0.04000000",70889479,70889479,1772816414338,false,true
54332213,"0.31920000","0.00500000",70889480,70889480,1772816418758,false,true
54332214,"0.31920000","0.00600000",70889481,70889481,1772816489081,false,true
54332215,"0.31920000","0.08000000",70889482,70889482,1772816539357,false,true
54332216,"0.31920000","1.60400000",70889483,70889484,1772816572736,false,true
54332217,"0.31930000","0.11400000",70889485,70889485,1772816580427,false,true
54332218,"0.31900000","0.16800000",70889486,70889486,1772816609979,true,true
54332219,"0.31890000","0.00900000",70889487,70889487,1772816609979,true,true
54332220,"0.31900000","0.02400000",70889488,70889488,1772816632944,false,true
54332221,"0.31890000","0.01000000",70889489,70889489,1772816644985,true,true
54332222,"0.31890000","0.32000000",70889490,70889490,1772816652446,true,true
54332223,"0.31890000","0.06000000",70889491,70889491,1772816653363,true,true
54332224,"0.31890000","0.41500000",70889492,70889492,1772816664904,true,true
54332225,"0.31890000","0.42300000",70889493,70889493,1772816671128,true,true
54332226,"0.31890000","0.30200000",70889494,70889494,1772816675199,true,true
54332227,"0.31890000","0.03800000",70889495,70889495,1772816675319,true,true
54332228,"0.31890000","0.16800000",70889496,70889496,1772816677822,true,true
54332229,"0.31880000","0.10600000",70889497,70889497,1772816682030,true,true
54332230,"0.31880000","0.42300000",70889498,70889499,1772816704543,true,true
54332231,"0.31890000","0.10600000",70889500,70889500,1772816715600,true,true
54332232,"0.31910000","0.03600000",70889501,70889501,1772816716079,false,true
54332233,"0.31880000","4.37500000",70889502,70889504,1772816729991,true,true
54332234,"0.31900000","0.08800000",70889505,70889505,1772816832355,false,true
54332235,"0.31900000","1.56800000",70889506,70889506,1772816842998,false,true
